,rho,T,Z,N,b,EW,chisq,dv,gal_ids,r_perp,mass,ssfr,kappa_rot,train_mask,trans_train_mask
0,-26.836489569585677,4.3311903911444345,-2.545468658609732,16.289352533825003,1.7620832329556682,0.06186636786912729,2.343961803833366,11.867693417728788,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
1,-27.173179730550803,4.499741107784386,-2.0844676016232695,18.26530908832454,1.4932115423996664,-0.01145900439149689,2.9837187559565175,10.993901443895538,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
2,-26.904053097535076,4.164496505287812,-2.2265760669416026,18.517332800881373,1.773881292043948,0.23925074519649436,0.7313313178947648,59.36448659903999,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
3,-26.946908144409807,4.238771272142948,-1.9698565252179727,18.226341505746305,1.7183025621946881,0.1571733184691957,0.3780325807163575,26.839866645473194,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
4,-26.9364273509352,4.361603446556302,-2.1649136368980395,17.61254432967992,1.5632593525229823,-0.02954841675420864,0.24899031850968462,-32.24985208771568,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
5,-27.078619182589286,3.998169398583857,-2.129591434897658,14.533142065247246,1.7406751064480006,-0.20593187433115157,0.24899031850968462,52.42276543830076,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
6,-27.232070130517776,4.4150625239053145,-2.1139338743067135,17.57113957697604,1.60257070310897,0.002696310700902197,0.17556860730921267,-23.194617954328805,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
7,-27.19036648047412,4.304341522896071,-2.1230592972781097,14.823194287514863,1.756373601893142,-0.12486508894936171,0.17556860730921267,50.455659137333896,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
8,-27.295466129988455,4.570410184240485,-2.185291991363617,16.421369048533553,1.8270101384840147,0.13316657960732986,1.0688296511727384,-0.4834617030528534,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
9,-27.938012168180393,4.185843283677895,-2.228332656254084,18.041633963596176,1.3745180627977942,-0.13340658147971143,3.160263447779889,9.139523125704727,6961,0.25,10.170906977702556,-10.588892054887713,0.305221825838089,True,True
10,-28.43477136262702,4.8819528540237505,-1.9673376719381381,13.404265015266661,1.4373493929930223,-0.9552746715982999,3.160263447779889,-98.54612410208028,6961,0.25,10.170906977702556,-10.588892054887713,0.305221825838089,True,False
11,-27.81050425413972,3.129230463530108,-2.1956324779914986,17.986310109770987,1.411194653643527,-0.11598039943770874,1.383625415205677,13.344906086107585,6961,0.25,10.170906977702556,-10.588892054887713,0.305221825838089,True,True
12,-28.47858010867432,4.981610197515367,-2.0056737750293054,13.35056470837587,1.530016120572607,-0.9790817547541619,1.383625415205677,-81.95786692458523,6961,0.25,10.170906977702556,-10.588892054887713,0.305221825838089,True,False
13,-27.757711055800016,4.558018422936591,-2.0544411614063085,15.142345281007987,1.7394444915030849,-0.08722163094931899,0.4792781394983144,-8.87189150137283,6961,0.25,10.170906977702556,-10.588892054887713,0.305221825838089,False,False
14,-28.041644581445652,3.6208809790715533,-1.8561301916254191,14.132984467192788,1.0895556128827957,-0.8199350868595552,0.4792781394983144,-108.53047003054098,6961,0.25,10.170906977702556,-10.588892054887713,0.305221825838089,True,True
15,-28.143083463259526,5.2348441940252135,-2.1785499048709047,12.949531347402406,1.5678159186415634,-1.347212922707058,0.4792781394983144,115.11933280574476,6961,0.25,10.170906977702556,-10.588892054887713,0.305221825838089,True,True
16,-27.865384937820263,4.017401131874131,-2.2741497317859007,14.105614855125177,1.9283261370467395,-0.31640603592894395,1.0909581934972499,7.688129077690064,6961,0.25,10.170906977702556,-10.588892054887713,0.305221825838089,True,True
17,-27.586751528991385,4.5635573660084745,-1.8971254864968075,17.303881630665934,1.4592652464348204,-0.15019157838149666,1.0909581934972499,-44.98006964940714,6961,0.25,10.170906977702556,-10.588892054887713,0.305221825838089,True,True
18,-28.015617620476707,4.686924343379772,-1.7922538808407693,17.476435150109406,0.7353450888051473,-0.48567535822349395,0.8852944086058782,-63.33931559640041,6961,0.25,10.170906977702556,-10.588892054887713,0.305221825838089,True,True
19,-27.21124396369669,4.424220257864015,-1.794140026221486,14.835599825364358,1.4142206780417408,-0.41626725858172753,0.8852944086058782,85.63991018788147,6961,0.25,10.170906977702556,-10.588892054887713,0.305221825838089,True,True
20,-28.039077396557,4.7070838962617625,-1.8045472541261494,14.360268970537547,1.7025915973080916,-0.29062627255613477,0.8852944086058782,-32.9525310028107,6961,0.25,10.170906977702556,-10.588892054887713,0.305221825838089,False,True
21,-28.596366842213463,3.0601202546652337,-2.2032904949930745,13.16657321302488,0.8112783110765016,-1.340460667062776,0.8852944086058782,-108.91466182538625,6961,0.25,10.170906977702556,-10.588892054887713,0.305221825838089,False,True
22,-27.428635630162237,4.889202170334113,-1.9249802033248051,14.360723123083119,1.8063573814731722,-0.22651212706059948,2.7012660757633435,-4.968321691809706,6961,0.25,10.170906977702556,-10.588892054887713,0.305221825838089,True,True
23,-27.250168048250117,4.679613682911965,-1.8298295931675361,13.763188381640118,1.3366923232050185,-0.7600605013844353,2.7012660757633435,89.30812620456254,6961,0.25,10.170906977702556,-10.588892054887713,0.305221825838089,True,True
24,-27.871311299456107,4.330372225988841,-1.972973534842556,14.810668840992525,1.5273459955083375,-0.3214776689510766,0.35322234017661175,1.1941192423992106,6961,0.25,10.170906977702556,-10.588892054887713,0.305221825838089,False,True
