,rho,T,Z,N,b,EW,chisq,dv,gal_ids,r_perp,mass,ssfr,kappa_rot,train_mask,trans_train_mask
0,-27.631691274036722,4.398551786423094,-3.1093656405153256,13.562231719140216,1.103916670844438,-1.0029286966512063,0.9421137970432497,-47.395010017477944,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
1,-27.453265117314018,4.847005499787714,-3.153507425408278,13.972456172026295,1.5379663984167982,-0.5800121159376634,0.9421137970432497,-13.789221560153237,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
2,-27.34205403864606,4.509089755672005,-2.5542906683610815,13.19362273860532,0.9363169469397297,-1.3079746722452787,0.9421137970432497,53.213470670545576,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
3,-27.459250410592524,4.541299787281426,-2.6789557668446413,13.181043078273463,0.95584234818628,-1.3112561892669037,0.9421137970432497,29.561588356936227,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
4,-27.361924812581904,4.601299609719941,-2.535072315973826,13.070773316479338,0.7871717560012239,-1.441833637992818,0.9421137970432497,-22.518504373311316,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
5,-28.653790640652417,4.989097812130709,-2.7604300042138936,12.935827204150346,1.1342372698978236,-1.4856682002810586,0.10287640482388513,-118.06789267634213,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
6,-27.83088783317439,4.349914689447336,-3.161442836604006,13.432772446594784,1.1197115447881485,-1.0837036363915473,1.4053151328999203,-40.113688242316584,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
7,-27.331949891421008,4.489960424116903,-2.543092252695989,13.136887952838247,0.9457440969121338,-1.3467693603111002,1.4053151328999203,54.450173706909936,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
8,-27.509582806639948,5.135732292959449,-3.3446379214225694,13.376349525423247,1.2444372243585768,-1.0926441705229324,1.4053151328999203,14.91940272770671,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
9,-28.597288905486725,4.966738134089146,-2.7767746510367317,12.947607468337118,1.1722006428566458,-1.4734138412655908,0.26393382463454657,-115.37525371348192,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
10,-27.922434244491694,4.350437852259718,-3.13922649868826,13.635921187856574,1.0125692383187066,-1.0046391941493846,3.777549899786368,-48.48404704624363,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,False
11,-27.239720694626104,4.914235813243086,-3.1187591288945993,14.041454483350488,1.8007095002989133,-0.4724752872669018,3.777549899786368,26.88288385065789,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
12,-27.331570390164927,4.926449968828438,-3.013012626656566,13.423565245682049,1.0889097702911203,-1.098854667899503,3.777549899786368,2.2233142188356396,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,False
13,-26.882628668689698,4.963827309236082,-3.4312777554502216,13.084277844949053,0.8949341817198341,-1.399087198466611,3.777549899786368,52.96774531847632,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,False,False
14,-26.894627397183946,5.016797995043149,-3.239434400727157,13.924081251036679,1.3754985478004802,-0.6748232199894489,0.9784835456194985,182.75599507083825,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
15,-27.167393081202736,5.0156905778265735,-3.425163810240485,13.280875617600758,1.0415420170015686,-1.2140231838007103,0.9784835456194985,200.9647921005726,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
16,-27.481080761322623,4.510747530069738,-2.9977981841152976,14.28669301008089,1.5230349045710612,-0.4173310304178237,5.7480904834668545,-12.98296653489706,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
17,-27.486922728289457,5.067089170291872,-3.379689203154601,13.898988095858236,1.4074889581835004,-0.6780585209583101,5.7480904834668545,79.01369719890363,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
18,-27.93133352908773,4.260768105503746,-2.956712529432668,13.263634403014361,0.7676862715416676,-1.3301562926898538,5.7480904834668545,-59.02634334968934,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
19,-27.290336375386566,4.724383152006477,-3.0740541457926867,13.420667166019316,1.0032809558359417,-1.1313901543642773,5.7480904834668545,15.3346998991301,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
20,-27.230995343901668,4.873497942191964,-3.151607910813638,13.514840504412158,1.245011500221274,-0.9871629971498868,1.002091033564403,25.493830533973778,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,False,True
21,-27.551719749254442,4.8248751627181665,-2.8263823400558254,13.766648836176376,1.5007818362876184,-0.7386851244253793,1.002091033564403,-39.14945135445532,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,False,True
22,-27.685823129876617,4.906521715874123,-3.015009171036927,13.520892199161242,1.184918086031484,-1.000802725478073,1.002091033564403,-18.31106202813544,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
23,-27.594453380741253,4.79247326974121,-2.7426020933836295,14.134450263056678,1.468618175637637,-0.5156549288943342,1.2472904386907187,-11.167100167593617,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
24,-28.14287596940791,4.8261522567351225,-2.9864231697934907,13.470029996838223,1.0722967792369915,-1.073479689550847,1.2472904386907187,104.14143797025326,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,False,True
25,-27.88671171994344,4.844956530157126,-3.044690733991131,13.473542575774555,1.2739980088348588,-1.0104335156488107,1.2472904386907187,59.660908717844904,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,False,True
26,-27.588120092130588,4.878926231110695,-3.0361651392844804,13.71343677491116,1.2074144700245262,-0.8685237921006357,1.2472904386907187,-43.173228863253826,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
27,-27.864831055548525,4.841297547625488,-3.02341620475871,13.706085776856108,1.4120432598040353,-0.8015613554554974,1.6588543370015707,66.67571145072134,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
28,-27.31654166028376,4.951548583025988,-3.311912931734277,13.678041299277417,1.222428215808065,-0.8837764010288505,1.6588543370015707,0.10095231894911194,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
29,-27.637173306153237,4.611165690001655,-2.7214883151035494,13.099966278078,0.8300668269476341,-1.4071542019175844,1.6588543370015707,29.05984741561724,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,False,True
30,-27.868375081417504,4.549018349954887,-2.970618269824487,13.730194955140934,1.1931936986550684,-0.8645889382197149,1.6588543370015707,74.88094124872214,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
31,-28.03427991946543,4.842439537560993,-3.0449050676880303,13.634348796841165,1.1812238666368255,-0.9278039029374527,1.6588543370015707,109.8375305510258,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,False
32,-27.541988340254974,4.78674139416239,-3.020805461671117,14.096743057163494,1.3483258311888209,-0.5997543908879268,1.6588543370015707,-37.444069243919785,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,False,True
33,-27.61296034164806,4.859431964434864,-3.0924973780870655,13.9522401475528,1.3705268476930756,-0.6590384462532897,2.0921090257757555,15.121053876298447,9895,0.25,10.012788875171589,-9.885032926107465,0.4896281361579895,True,True
